section,name,price,category,description,availability,img_primary,img_secondary,prdouct_url
mind & body,Turmeric & Tea Tree – Natural Anti-Bacterial Hand Sanitiser 50ml,$10.00 ,HAND SANITISERS,"An all-natural, broad spectrum protectant, combining purifying natural Sugar Cane Alcohol with a naturally anti-bacterial blend of Turmeric, Tea Tree, Venivel, Licorice, Lemon, Rosemary & Cedarwood.",In Stock,Turmeric & Tea Tree – Natural Anti-Bacterial Hand Sanitiser 50ml_primary.jpg,Turmeric & Tea Tree – Natural Anti-Bacterial Hand Sanitiser 50ml_secondary.jpg,
mind & body,Rose Frangipani – Hand Sanitiser Essential Oil Blended 250ml,$18.00 ,HAND SANITISERS,"A unique broad spectrum protectant with 70% purifying natural Sugar Cane Alcohol, hydrating community trade Aloe Vera, soothing Witch Hazel, natural Vitamin E & precious essential oils.",Out of stock,Rose Frangipani – Hand Sanitiser Essential Oil Blended 250ml_primary.jpg,Rose Frangipani – Hand Sanitiser Essential Oil Blended 250ml_secondary.jpg,
mind & body,Lemongrass Citron – Hand Sanitiser Essential Oil Blended 250ml,$18.00 ,HAND SANITISERS,"A unique broad spectrum protectant with 70% purifying natural Sugar Cane Alcohol, hydrating community trade Aloe Vera, soothing Witch Hazel, natural Vitamin E & precious essential oils.",In Stock,Lemongrass Citron – Hand Sanitiser Essential Oil Blended 250ml_primary.jpg,Lemongrass Citron – Hand Sanitiser Essential Oil Blended 250ml_secondary.jpg,
mind & body,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml,$18.00 ,HAND SANITISERS,"A unique broad spectrum protectant with 70% purifying natural Sugar Cane Alcohol, hydrating community trade Aloe Vera, soothing Witch Hazel, natural Vitamin E & precious essential oils.
Infused with the awakening aroma of Grapefruit & Lemon combined with the freshness of Ceylonese citrus fruits, flowers & herbs.
* 100% Vegan & Vegetarian
* Supports Community Fair Trade
* Against Animal Cruelty
* Promotes Sustainable Harvesting",In Stock,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml_primary.jpg,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml_secondary.jpg,
mind & body,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g,$7.00 ,BATH & SHOWER,"A deep-purifying treatment infused with a naturally anti-bacterial blend of Eucalyptus, Neem, Licorice, Lavender, Lemon, Rosemary & Peppermint. Neem, Moringa & Red Rice naturally exfoliate body, while Virgin Coconut, Rice bran, Wheatgerm & Almond nourish & soften skin.",Out of stock,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,
mind & body,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g,$7.00 ,BATH & SHOWER,Description not available,In Stock,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,
mind & body,Energise – Invigorating Body Milk 250ml,$24.00 ,ENERGIZE,"A warming & hydrating blend of powerful Ayurveda herbs & potent essential oils.Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress. Refreshing Bergamot promotes clarity & awakens the senses, while precious oriental Patchouli helps uplift & balance the chakras.",Out of stock,Energise – Invigorating Body Milk 250ml_primary.jpg,Energise – Invigorating Body Milk 250ml_secondary.jpg,
mind & body,Energise – Hydrating Body Butter 225g,$26.00 ,ENERGIZE,"A rich, deep-hydrating & warming blend of powerful Ayurveda herbs & potent essential oils. Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress. Refreshing Bergamot promotes clarity & awakens the senses, while precious oriental Patchouli helps uplift & balance the chakras.",In Stock,Energise – Hydrating Body Butter 225g_primary.jpg,Energise – Hydrating Body Butter 225g_secondary.jpg,
mind & body,Peace – Hand Wash 250ml,$15.00 ,FOR MEN,A gentle hand cleanser with a blend of herbs & essential promote peace & harmony.,In Stock,Peace – Hand Wash 250ml_primary.jpg,Peace – Hand Wash 250ml_secondary.jpg,
mind & body,Green Mint – Refreshing Foot Mist 100ml,$14.00 ,FOOT CREAMS & GELS,A fast absorbent natural formula to refresh & revive over-worked & tired feet.,In Stock,Green Mint – Refreshing Foot Mist 100ml_primary.jpg,Green Mint – Refreshing Foot Mist 100ml_secondary.jpg,
mind & body,Green Mint – Cooling Foot Scrub 200g,$17.00 ,BODY SCRUBS & POLISHES,"A natural purifying formula to soften, smoothen & revitalize feet. Lime Peel, Dark Grape & Volcanic Minerals help remove rough patches & hard skin, lightening discolorations.",Out of stock,Green Mint – Cooling Foot Scrub 200g_primary.jpg,Green Mint – Cooling Foot Scrub 200g_secondary.jpg,
mind & body,Citronella Milk – Protective Mist Collection,$16.00 ,BODY & PILLOW MISTS,"A trio collection box of Citronella Milk Protective Mist.
* Effective natural protection in tropical climates.
* Hydrates insect bites & inflammations.",Out of stock,Citronella Milk – Protective Mist Collection_primary.jpg,Citronella Milk – Protective Mist Collection_secondary.jpg,
mind & body,Sandalwood – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Sandalwood help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Sandalwood – Wonder Oil 100ml_primary.jpg,Sandalwood – Wonder Oil 100ml_secondary.jpg,
mind & body,Night Jasmine – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Jasmine help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Night Jasmine – Wonder Oil 100ml_primary.jpg,Night Jasmine – Wonder Oil 100ml_secondary.jpg,
mind & body,Cedarwood – Essential Oil 20ml,$22.00 ,ESSENTIAL OILS,Fortifying Calming & Strengthening,In Stock,Cedarwood – Essential Oil 20ml_primary.jpg,Cedarwood – Essential Oil 20ml_secondary.jpg,
mind & body,Frankincense – Essential Oil 20ml,$29.00 ,ESSENTIAL OILS,"Deeply Calming, Revitalizing & Uplifting",In Stock,Frankincense – Essential Oil 20ml_primary.jpg,Frankincense – Essential Oil 20ml_secondary.jpg,
mind & body,Virgin Coconut 10% – Light Body Cream 200g,$31.00 ,BODY BUTTERS/RICH BODY CREAMS,An extra-light non-greasy formula to gently comfort & moisturize skin.,Out of stock,Virgin Coconut 10% – Light Body Cream 200g_primary.jpg,Virgin Coconut 10% – Light Body Cream 200g_secondary.jpg,
mind & body,Virgin Coconut 20% – Rich Body Cream 200g,$34.00 ,BODY BUTTERS/RICH BODY CREAMS,"A gently hydrating formula to soothe, nourish & instantly comfort the feeling of dryness.",Out of stock,Virgin Coconut 20% – Rich Body Cream 200g_primary.jpg,Virgin Coconut 20% – Rich Body Cream 200g_secondary.jpg,
mind & body,Soothing Herbal Compress (Tridosha) 100g,$12.00 ,HERBAL INFUSIONS,Heat enhanced natural soothing relief for aches and pains.,In Stock,,Soothing Herbal Compress (Tridosha) 100g_secondary.jpg,
mind & body,Pink Grapefruit – Aromaveda Natural Candle 50g,$13.00 ,AROMA FOR VERANDAS,"Awakening, Uplifting & Refreshing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",In Stock,,Pink Grapefruit – Aromaveda Natural Candle 50g_secondary.jpg,
mind & body,Forest Trail – Aromaveda Natural Candle 50g,$13.00 ,AROMA FOR VERANDAS,"Soothing, Refreshing & Balancing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",In Stock,,Forest Trail – Aromaveda Natural Candle 50g_secondary.jpg,
mind & body,Frankincense Kay Lime – Aromaveda Natural Candle 50g,$13.00 ,AROMA FOR VERANDAS,"Calming, Refreshing & Balancing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",In Stock,,Frankincense Kay Lime – Aromaveda Natural Candle 50g_secondary.jpg,
mind & body,Focus – Clarifying Balm 25g,$17.00 ,BALMS & RUBS,"An intense clarifying & awakening blend of powerful Ayurveda herbs & potent essential oils to help clear the mind & refresh the senses. The synergistic blend of Rosemary, Cedarwood & Frankincense helps heighten alertness & concentration, promoting increased focus at study & work.",In Stock,Focus – Clarifying Balm 25g_primary.jpg,Focus – Clarifying Balm 25g_secondary.jpg,
mind & body,Detox – Bamboo Charcoal Body Pac 230g,$26.00 ,BODY PACS,A complete natural purifying treatment to assist in drawing out harmful toxins & deep seated impurities for the skin.,In Stock,Detox – Bamboo Charcoal Body Pac 230g_primary.jpg,Detox – Bamboo Charcoal Body Pac 230g_secondary.jpg,
mind & body,Detox – Hot Sugar Body Scrub 300g,$26.00 ,DETOX,A unique thermal exfoliating treatment enriched with minerals to assist in drawing out harmful toxins & deep seated impurities from the skin.,In Stock,Detox – Hot Sugar Body Scrub 300g_primary.jpg,Detox – Hot Sugar Body Scrub 300g_secondary.jpg,
mind & body,Pink Grapefruit – Natural Room Aromizer 190ml,$38.00 ,EVENT FRAGRANCES,A decorative Natural Room Aromizer combining vintage glass and fiber diffuser sticks with pure essential oils & natural fragrance compounds.,In Stock,Pink Grapefruit – Natural Room Aromizer 190ml_primary.jpg,Pink Grapefruit – Natural Room Aromizer 190ml_secondary.jpg,
mind & body,Forest Trail – Natural Room Aromizer 190ml,$38.00 ,EVENT FRAGRANCES,A decorative Natural Room Aromizer combining vintage glass and fiber diffuser sticks with pure essential oils & natural fragrance compounds.,In Stock,,Forest Trail – Natural Room Aromizer 190ml_secondary.jpg,
mind & body,Wild Mangosteen – Natural Butter 25g,$14.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,In Stock,Wild Mangosteen – Natural Butter 25g_primary.jpg,Wild Mangosteen – Natural Butter 25g_secondary.jpg,
mind & body,Ceylon Mango – Natural Butter 25g,$14.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Ceylon Mango – Natural Butter 25g_primary.jpg,Ceylon Mango – Natural Butter 25g_secondary.jpg,
mind & body,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet,$13.00 ,AROMA FOR BEDROOM,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",In Stock,,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet_secondary.jpg,
mind & body,Ceylon Forest Trail – Elephant Aromaveda Sachet,$13.00 ,AROMA FOR BEDROOM,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",In Stock,,,
mind & body,Neroli Jasmine – Natural Twigs Room Aromizer,$20.00 ,EVENT FRAGRANCES,"Calming, Uplifting & Healing
A decorative natural Room Aromizer combining dried natural twigs with pure essential oils & natural fragrance compounds.",In Stock,,Neroli Jasmine – Natural Twigs Room Aromizer_secondary.jpg,
mind & body,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g,$11.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g_secondary.jpg,
mind & body,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g,$11.00 ,BRIDAL SHOWER,"A natural protective treatment infused with a soothing blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g_secondary.jpg,
mind & body,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g,$11.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of precious herbal oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",In Stock,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g_secondary.jpg,
mind & body,Luxury Soap Collection,$15.00 ,BATH & SHOWER,Available to purchase in local Stores,Out of stock,Luxury Soap Collection_primary.jpg,Luxury Soap Collection_secondary.jpg,
mind & body,Pink Grapefruit – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Pink Grapefruit – Virgin Coconut Natural Butter_primary.jpg,Pink Grapefruit – Virgin Coconut Natural Butter_secondary.jpg,
mind & body,Ylang Lavender – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,In Stock,Ylang Lavender – Virgin Coconut Natural Butter_primary.jpg,Ylang Lavender – Virgin Coconut Natural Butter_secondary.jpg,
mind & body,Neroli Jasmine – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Neroli Jasmine – Virgin Coconut Natural Butter_primary.jpg,Neroli Jasmine – Virgin Coconut Natural Butter_secondary.jpg,
mind & body,Grapefruit Coconut – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with a revitalising blend of Citrus fruit oils. Awakening Pink Grapefruit, tangy Lemon, uplifting Kaffir Lime & balancing Bergamot help renew skin & refresh the senses, promoting positive energies.",In Stock,,,
mind & body,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks,$10.00 ,INCENSE STICKS,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives. These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Spiced Sandalwood blend is an aromatic fusion of Vetiver & Patchouli, Sandalwood & Cinnamon essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & indulge your body, mind & soul.",In Stock,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_primary.jpg,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_secondary.jpg,
mind & body,Ceylon Pink Grapefruit – Aromaveda Incense Sticks,$10.00 ,INCENSE STICKS,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Pink Grapefruit blend is an aromatic fusion of Grapefruit, Lime & Bergamot essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich Aroma Veda cents to awaken, uplift & refresh your body, mind & soul.",In Stock,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_primary.jpg,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_secondary.jpg,
mind & body,Ceylon Forest Trail – Aromaveda Incense Sticks,$10.00 ,INCENSE STICKS,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Forest Trail blend is an aromatic fusion of Peppermint, Spearmint, Lemongrass & Eucalyptus essential oils with natural compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & relax your body, mind & soul.",Out of stock,Ceylon Forest Trail – Aromaveda Incense Sticks_primary.jpg,Ceylon Forest Trail – Aromaveda Incense Sticks_secondary.jpg,
mind & body,Comfort Pain Reliever Balm Roll On 10ml,$10.00 ,BALMS & RUBS,"100% natural fast action comforting relief from muscular body pains, joint aches & sprains. Soothes soreness & muscle strain. Helps gently soothe & comfort the senses. .",In Stock,,Comfort Pain Reliever Balm Roll On 10ml_secondary.jpg,
mind & body,Happy Uplifting Balm Roll On 10ml,$10.00 ,BALMS & RUBS,"100% natural action refreshes & invigorates the senses, promoting vibrant positive energies & happiness. Gently lightens mood, soothing, uplifting & delighting the senses.",In Stock,,Happy Uplifting Balm Roll On 10ml_secondary.jpg,
mind & body,Relax Foot Relief Balm Roll On 10ml,$10.00 ,DOSHA TYPES,Instant natural cooling & soothing relief for tired & fatigued feet.,Out of stock,,Relax Foot Relief Balm Roll On 10ml_secondary.jpg,
mind & body,Peace – Chest Cold Soothing Rub 50g,$13.00 ,FOR MEN,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",In Stock,Peace – Chest Cold Soothing Rub 50g_primary.jpg,Peace – Chest Cold Soothing Rub 50g_secondary.jpg,
mind & body,Fire – Warming Muscle Rub 50g,$13.00 ,MEDICATED RUBS,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",Out of stock,Fire – Warming Muscle Rub 50g_primary.jpg,Fire – Warming Muscle Rub 50g_secondary.jpg,
mind & body,Comfort – Neck & Shoulder Rub 50g,$13.00 ,COMFORT,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",In Stock,Comfort – Neck & Shoulder Rub 50g_primary.jpg,Comfort – Neck & Shoulder Rub 50g_secondary.jpg,
mind & body,Ice – Cooling Muscle Rub 50g,$13.00 ,MEDICATED RUBS,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",In Stock,Ice – Cooling Muscle Rub 50g_primary.jpg,Ice – Cooling Muscle Rub 50g_secondary.jpg,
mind & body,Neroli Orange – Dry Skin Relief Balm 25g,$11.00 ,BALMS & RUBS,"A 100% natural formula for effective treatment of extra dry, rough & discoloured skin on the body.",In Stock,,Neroli Orange – Dry Skin Relief Balm 25g_secondary.jpg,
mind & body,Lavender Neroli Ylang – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of exotic floral oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",In Stock,Lavender Neroli Ylang – Intensive Hand Cream 30g_primary.jpg,Lavender Neroli Ylang – Intensive Hand Cream 30g_secondary.jpg,
mind & body,Ceylon Tea Ylang – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser infused with a soothing blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",Out of stock,Ceylon Tea Ylang – Luxury Soap 250g_primary.jpg,Ceylon Tea Ylang – Luxury Soap 250g_secondary.jpg,
mind & body,Sandalwood Spice – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Mysore Sandalwood comforts & beautifies skin, while earthy Vetiver, uplifting Ceylon Cinnamon & precious Patchouli help warm & invigorate the senses, promoting positive energies & chakra balance.",In Stock,,,
mind & body,Sandalwood Spice – Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Mysore Sandalwood comforts & beautifies skin, while earthy Vetiver, uplifting Ceylon Cinnamon & precious Patchouli help warm & invigorate the senses, promoting positive energies & chakra balance. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",In Stock,,Sandalwood Spice – Luxury Soap 100g_secondary.jpg,
mind & body,Grapefruit Coconut – Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with a revitalising blend of Citrus fruit oils. Awakening Pink Grapefruit, tangy Lemon, uplifting Kaffir Lime & balancing Bergamot help renew skin & refresh the senses, promoting positive energies. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",In Stock,,Grapefruit Coconut – Luxury Soap 100g_secondary.jpg,
mind & body,Pink Lotus Almond – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Romantic Ylang Ylang & soothing Neroli Blossom, combined with exotic Royal Lotus to uplift & delight the senses.",In Stock,Pink Lotus Almond – Luxury Soap 250g_primary.jpg,Pink Lotus Almond – Luxury Soap 250g_secondary.jpg,
mind & body,Pink Lotus Almond – Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Romantic Ylang Ylang & soothing Neroli Blossom, combined with exotic Royal Lotus to uplift & delight the senses. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",In Stock,Pink Lotus Almond – Luxury Soap 100g_primary.jpg,Pink Lotus Almond – Luxury Soap 100g_secondary.jpg,
mind & body,Virgin Coconut – Face & Body Refining Scrub 100g,$30.00 ,BODY SCRUBS & POLISHES,A unique 100% natural complex of pure Virgin Coconut Oil & Virgin Coconut Crystals naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,In Stock,Virgin Coconut – Face & Body Refining Scrub 100g_primary.jpg,Virgin Coconut – Face & Body Refining Scrub 100g_secondary.jpg,
mind & body,Frankincense Kay Lime Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin. Pure Mango Butter & Kokum Butter help hydrate, protect & preserve natural balance, while fresh Aloe Vera helps cool & comfort. Deeply calming Frankincense helps still the mind & ease stress.",In Stock,,Frankincense Kay Lime Luxury Soap 100g_secondary.jpg,
mind & body,Neroli Jasmine Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",Out of stock,,,
mind & body,Neroli Jasmine Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",Out of stock,,Neroli Jasmine Luxury Soap 100g_secondary.jpg,
mind & body,Lavender Neroli Ylang Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",Out of stock,,Lavender Neroli Ylang Luxury Soap 100g_secondary.jpg,
mind & body,Lemongrass Mandarin Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",In Stock,,,
mind & body,Lavender Neroli Ylang – Aromaveda Sachet,$10.00 ,AROMA SACHETS,"Gently Pacifying, Soothing & Calming
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",In Stock,,Lavender Neroli Ylang – Aromaveda Sachet_secondary.jpg,
mind & body,Ceylon Tea & Ylang – Aromaveda Sachet,$10.00 ,AROMA FOR BEDROOM,"Soothing, Balancing & Sensual
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",In Stock,,Ceylon Tea & Ylang – Aromaveda Sachet_secondary.jpg,
mind & body,Pink Grapefruit – Aromaveda Sachet,$10.00 ,AROMA SACHETS,"Awakening, Uplifting & Refreshing
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",In Stock,,Pink Grapefruit – Aromaveda Sachet_secondary.jpg,
mind & body,Sleep Intense – Calming Body Massage Serum,$26.00 ,DOSHA TYPES,An intense pacifying & soothing blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,Out of stock,Sleep Intense – Calming Body Massage Serum_primary.jpg,Sleep Intense – Calming Body Massage Serum_secondary.jpg,
mind & body,Sleep Intense – Dream Essence Mist,$29.00 ,BRIDAL SHOWER,An intense pacifying & cooling blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,Out of stock,Sleep Intense – Dream Essence Mist_primary.jpg,Sleep Intense – Dream Essence Mist_secondary.jpg,
mind & body,Sleep Intense – Soothing Body Elixir,$30.00 ,DOSHA TYPES,An intense pacifying & hydrating blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,Out of stock,Sleep Intense – Soothing Body Elixir_primary.jpg,Sleep Intense – Soothing Body Elixir_secondary.jpg,
mind & body,White Tuberose – Brightening Hand Cream 30g,$13.00 ,BRIDAL SHOWER,"A natural illuminating treatment enriched with precious Tuberose oil to gently brighten. Arnica, Rice Bran & natural vitamins help improve skin tone, while Avocado, Wheatgerm & White Minerals help protect from the sun.",In Stock,White Tuberose – Brightening Hand Cream 30g_primary.jpg,White Tuberose – Brightening Hand Cream 30g_secondary.jpg,
mind & body,Grapefruit Coconut – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Grapefruit Coconut – Intensive Hand Cream 30g_primary.jpg,Grapefruit Coconut – Intensive Hand Cream 30g_secondary.jpg,
mind & body,Pink Lotus Almond – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural soothing treatment enriched Lotus Honey to help soothe, calm & care for skin after harsh skin exposure. Sweet Almond, Wheatgerm & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Pink Lotus Almond – Intensive Hand Cream 30g_primary.jpg,Pink Lotus Almond – Intensive Hand Cream 30g_secondary.jpg,
mind & body,Sandalwood Spice – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural revitalising treatment enriched with precious Mysore Sandalwood, Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & care for dry & rough hands.",Out of stock,Sandalwood Spice – Intensive Hand Cream 30g_primary.jpg,Sandalwood Spice – Intensive Hand Cream 30g_secondary.jpg,
mind & body,De-Stress – Harmonising Balm 25g,$14.00 ,BALMS & RUBS,A calming & relaxing natural balm with powerful Ayurveda herbs & potent essential oils.,Out of stock,De-Stress – Harmonising Balm 25g_primary.jpg,De-Stress – Harmonising Balm 25g_secondary.jpg,
mind & body,Happy – Uplifting Balm 50g,$11.00 ,BALMS & RUBS,"Naturally refreshes & invigorates senses, promoting positive energies & happiness. Gently soothes & uplifts the senses.",In Stock,,Happy – Uplifting Balm 50g_secondary.jpg,
