id,product_name,price,category,sub_category,availability,description,,img_primary,img_secondary,url
p116,Baby Wash 250ml,19,mind & body,baby care,no,"A light natural formula, infused with Aloe Vera, Licorice & Calendula to gently, yet effectively remove impurities & cleanse delicate skin. Virgin Coconut, Sweet Almond, & Sunflower help soothe & hydrate, leaving skin soft & fresh. The allergen-free aromatic blend is infused with Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",,Baby Wash 250ml_primary.jpg,Baby Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/baby-wash-250ml/
p117,Breathe – Relieving Inhaler,14,mind & body,soothing balms & inhalers,yes,"A 100% natural, reviving & uplifting formula enriched with powerful Ayurveda WonderHerbs. Energising Ceylon Cinnamon & Cardamom combine to help reduce stuffiness & ease discomfort.",,Breathe – Relieving Inhaler_primary.jpg,Breathe – Relieving Inhaler_secondary.jpg,https://store.spaceylon.com/product/breathe-relieving-inhaler/
p118,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml,18,mind & body,hand sanitisers,yes,"A unique broad spectrum protectant with 70% purifying natural Sugar Cane Alcohol, hydrating community trade Aloe Vera, soothing Witch Hazel, natural Vitamin E & precious essential oils.
Infused with the awakening aroma of Grapefruit & Lemon combined with the freshness of Ceylonese citrus fruits, flowers & herbs.
* 100% Vegan & Vegetarian
* Supports Community Fair Trade
* Against Animal Cruelty
* Promotes Sustainable Harvesting",,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml_primary.jpg,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml_secondary.jpg,https://store.spaceylon.com/product/grapefruit-blossom-hand-sanitiser-essential-oil-blended-250ml/
p119,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g,7,mind & body,bath & shower,no,"A deep-purifying treatment infused with a naturally anti-bacterial blend of Eucalyptus, Neem, Licorice, Lavender, Lemon, Rosemary & Peppermint. Neem, Moringa & Red Rice naturally exfoliate body, while Virgin Coconut, Rice bran, Wheatgerm & Almond nourish & soften skin.",,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,https://store.spaceylon.com/product/eucalyptus-neem-anti-bacterial-exfoliating-wellness-soap-100g/
p120,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g,7,mind & body,bath & shower,yes,Description not available,,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,https://store.spaceylon.com/product/turmeric-tea-tree-anti-bacterial-exfoliating-wellness-soap-100g/
p121,Energise – Invigorating Body Milk 250ml,24,mind & body,energize,no,"A warming & hydrating blend of powerful Ayurveda herbs & potent essential oils.Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress. Refreshing Bergamot promotes clarity & awakens the senses, while precious oriental Patchouli helps uplift & balance the chakras.",,Energise – Invigorating Body Milk 250ml_primary.jpg,Energise – Invigorating Body Milk 250ml_secondary.jpg,https://store.spaceylon.com/product/energise-invigorating-body-milk-250ml/
p122,Energise – Hydrating Body Butter 225g,26,mind & body,energize,yes,"A rich, deep-hydrating & warming blend of powerful Ayurveda herbs & potent essential oils. Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress. Refreshing Bergamot promotes clarity & awakens the senses, while precious oriental Patchouli helps uplift & balance the chakras.",,Energise – Hydrating Body Butter 225g_primary.jpg,Energise – Hydrating Body Butter 225g_secondary.jpg,https://store.spaceylon.com/product/energise-hydrating-body-butter-225g/
p123,Peace – Hand Wash 250ml,15,mind & body,for men,yes,A gentle hand cleanser with a blend of herbs & essential promote peace & harmony.,,Peace – Hand Wash 250ml_primary.jpg,Peace – Hand Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/peace-hand-wash-250ml/
p124,Green Mint – Refreshing Foot Mist 100ml,14,mind & body,foot creams & gels,yes,A fast absorbent natural formula to refresh & revive over-worked & tired feet.,,Green Mint – Refreshing Foot Mist 100ml_primary.jpg,Green Mint – Refreshing Foot Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/green-mint-refreshing-foot-mist-100ml/
p125,Green Mint – Cooling Foot Scrub 200g,17,mind & body,body scrubs & polishes,no,"A natural purifying formula to soften, smoothen & revitalize feet. Lime Peel, Dark Grape & Volcanic Minerals help remove rough patches & hard skin, lightening discolorations.",,Green Mint – Cooling Foot Scrub 200g_primary.jpg,Green Mint – Cooling Foot Scrub 200g_secondary.jpg,https://store.spaceylon.com/product/green-mint-cooling-foot-scrub-200g/
p126,Citronella Milk – Protective Mist Collection,16,mind & body,body & pillow mists,no,"A trio collection box of Citronella Milk Protective Mist.
* Effective natural protection in tropical climates.
* Hydrates insect bites & inflammations.",,Citronella Milk – Protective Mist Collection_primary.jpg,Citronella Milk – Protective Mist Collection_secondary.jpg,https://store.spaceylon.com/product/citronella-milk-protective-mist-collection/
p127,Sandalwood – Wonder Oil 100ml,29,mind & body,body oils,no,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Sandalwood help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",,Sandalwood – Wonder Oil 100ml_primary.jpg,Sandalwood – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-wonder-oil-100ml/
p128,Night Jasmine – Wonder Oil 100ml,29,mind & body,body oils,no,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Jasmine help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",,Night Jasmine – Wonder Oil 100ml_primary.jpg,Night Jasmine – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/night-jasmine-wonder-oil-100ml/
p129,Cedarwood – Essential Oil 20ml,22,mind & body,essential oils,yes,Fortifying Calming & Strengthening,,Cedarwood – Essential Oil 20ml_primary.jpg,Cedarwood – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/cedarwood-essential-oil-20ml/
p130,Wild Mangosteen – Natural Butter 25g,14,mind & body,bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,,Wild Mangosteen – Natural Butter 25g_primary.jpg,Wild Mangosteen – Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/wild-mangosteen-natural-butter-25g/
p131,Ceylon Mango – Natural Butter 25g,14,mind & body,bridal shower,no,A 100% natural multi-usage ultra nourishing butter,,Ceylon Mango – Natural Butter 25g_primary.jpg,Ceylon Mango – Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-mango-natural-butter-25g/
p132,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet,13,mind & body,aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-elephant-aromaveda-sachet/
p133,Ceylon Forest Trail – Elephant Aromaveda Sachet,13,mind & body,aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,,https://store.spaceylon.com/product/ceylon-forest-trail-elephant-aromaveda-sachet/
p134,Neroli Jasmine – Natural Twigs Room Aromizer,20,mind & body,event fragrances,yes,"Calming, Uplifting & Healing
A decorative natural Room Aromizer combining dried natural twigs with pure essential oils & natural fragrance compounds.",,,Neroli Jasmine – Natural Twigs Room Aromizer_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-natural-twigs-room-aromizer/
p135,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g,11,mind & body,bridal shower,no,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-grapefruit-coconut-intensive-hand-cream-30g/
p136,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g,11,mind & body,bridal shower,no,"A natural protective treatment infused with a soothing blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-ceylon-tea-ylang-intensive-hand-cream-30g/
p137,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g,11,mind & body,bridal shower,yes,"A natural renewing treatment enriched with a revitalising blend of precious herbal oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-frankincense-kay-lime-intensive-hand-cream-30g/
p138,Luxury Soap Collection,15,mind & body,bath & shower,no,Available to purchase in local Stores,,Luxury Soap Collection_primary.jpg,Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/luxury-soap-collection-2/
p139,Pink Grapefruit – Virgin Coconut Natural Butter,12,mind & body,bridal shower,no,A 100% natural multi-usage ultra nourishing butter,,Pink Grapefruit – Virgin Coconut Natural Butter_primary.jpg,Pink Grapefruit – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-virgin-coconut-natural-butter/
p140,Ylang Lavender – Virgin Coconut Natural Butter,12,mind & body,bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,,Ylang Lavender – Virgin Coconut Natural Butter_primary.jpg,Ylang Lavender – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/ylang-lavender-virgin-coconut-natural-butter/
p141,Neroli Jasmine – Virgin Coconut Natural Butter,12,mind & body,bridal shower,no,A 100% natural multi-usage ultra nourishing butter,,Neroli Jasmine – Virgin Coconut Natural Butter_primary.jpg,Neroli Jasmine – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-virgin-coconut-natural-butter/
p142,Grapefruit Coconut – Luxury Soap 250g,12,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with a revitalising blend of Citrus fruit oils. Awakening Pink Grapefruit, tangy Lemon, uplifting Kaffir Lime & balancing Bergamot help renew skin & refresh the senses, promoting positive energies.",,,,https://store.spaceylon.com/product/grapefruit-coconut-luxury-soap-250g/
p143,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks,10,mind & body,incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives. These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Spiced Sandalwood blend is an aromatic fusion of Vetiver & Patchouli, Sandalwood & Cinnamon essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & indulge your body, mind & soul.",,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_primary.jpg,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-spiced-sandalwood-aromaveda-incense-sticks/
p144,Ceylon Pink Grapefruit – Aromaveda Incense Sticks,10,mind & body,incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Pink Grapefruit blend is an aromatic fusion of Grapefruit, Lime & Bergamot essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich Aroma Veda cents to awaken, uplift & refresh your body, mind & soul.",,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_primary.jpg,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-aromaveda-incense-sticks/
p145,Ceylon Forest Trail – Aromaveda Incense Sticks,10,mind & body,incense sticks,no,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Forest Trail blend is an aromatic fusion of Peppermint, Spearmint, Lemongrass & Eucalyptus essential oils with natural compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & relax your body, mind & soul.",,Ceylon Forest Trail – Aromaveda Incense Sticks_primary.jpg,Ceylon Forest Trail – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-forest-trail-aromaveda-incense-sticks/
p146,Comfort Pain Reliever Balm Roll On 10ml,10,mind & body,balms & rubs,yes,"100% natural fast action comforting relief from muscular body pains, joint aches & sprains. Soothes soreness & muscle strain. Helps gently soothe & comfort the senses. .",,,Comfort Pain Reliever Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/comfort-pain-reliever-balm-roll-on-10ml/
p147,Happy Uplifting Balm Roll On 10ml,10,mind & body,balms & rubs,yes,"100% natural action refreshes & invigorates the senses, promoting vibrant positive energies & happiness. Gently lightens mood, soothing, uplifting & delighting the senses.",,,Happy Uplifting Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/happy-uplifting-balm-roll-on-10ml-2/
p148,Relax Foot Relief Balm Roll On 10ml,10,mind & body,dosha types,no,Instant natural cooling & soothing relief for tired & fatigued feet.,,,Relax Foot Relief Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/relax-foot-relief-balm-roll-on-10ml/
p149,Peace – Chest Cold Soothing Rub 50g,13,mind & body,for men,yes,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",,Peace – Chest Cold Soothing Rub 50g_primary.jpg,Peace – Chest Cold Soothing Rub 50g_secondary.jpg,https://store.spaceylon.com/product/peace-chest-cold-soothing-rub-50g/
p150,Fire – Warming Muscle Rub 50g,13,mind & body,medicated rubs,no,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",,Fire – Warming Muscle Rub 50g_primary.jpg,Fire – Warming Muscle Rub 50g_secondary.jpg,https://store.spaceylon.com/product/fire-warming-muscle-rub-50g/
p151,Comfort – Neck & Shoulder Rub 50g,13,mind & body,comfort,yes,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",,Comfort – Neck & Shoulder Rub 50g_primary.jpg,Comfort – Neck & Shoulder Rub 50g_secondary.jpg,https://store.spaceylon.com/product/comfort-neck-shoulder-rub-50g/
p152,Ice – Cooling Muscle Rub 50g,13,mind & body,medicated rubs,yes,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",,Ice – Cooling Muscle Rub 50g_primary.jpg,Ice – Cooling Muscle Rub 50g_secondary.jpg,https://store.spaceylon.com/product/ice-cooling-muscle-rub-50g/
p153,Neroli Orange – Dry Skin Relief Balm 25g,11,mind & body,balms & rubs,yes,"A 100% natural formula for effective treatment of extra dry, rough & discoloured skin on the body.",,,Neroli Orange – Dry Skin Relief Balm 25g_secondary.jpg,https://store.spaceylon.com/product/neroli-orange-dry-skin-relief-balm-25g/
p154,Lavender Neroli Ylang – Intensive Hand Cream 30g,12,mind & body,bridal shower,yes,"A natural renewing treatment enriched with a revitalising blend of exotic floral oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",,Lavender Neroli Ylang – Intensive Hand Cream 30g_primary.jpg,Lavender Neroli Ylang – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-intensive-hand-cream-30g/
p155,Ceylon Tea Ylang – Luxury Soap 250g,12,mind & body,bath & shower,no,"A luxuriously creamy natural cleanser infused with a soothing blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",,Ceylon Tea Ylang – Luxury Soap 250g_primary.jpg,Ceylon Tea Ylang – Luxury Soap 250g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-luxury-soap-250g/
p156,Sandalwood Spice – Luxury Soap 250g,12,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with Mysore Sandalwood comforts & beautifies skin, while earthy Vetiver, uplifting Ceylon Cinnamon & precious Patchouli help warm & invigorate the senses, promoting positive energies & chakra balance.",,,,https://store.spaceylon.com/product/sandalwood-spice-luxury-soap-250g/
p157,Sandalwood Spice – Luxury Soap 100g,6,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with Mysore Sandalwood comforts & beautifies skin, while earthy Vetiver, uplifting Ceylon Cinnamon & precious Patchouli help warm & invigorate the senses, promoting positive energies & chakra balance. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",,,Sandalwood Spice – Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-spice-luxury-soap-100g/
p158,Grapefruit Coconut – Luxury Soap 100g,6,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with a revitalising blend of Citrus fruit oils. Awakening Pink Grapefruit, tangy Lemon, uplifting Kaffir Lime & balancing Bergamot help renew skin & refresh the senses, promoting positive energies. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",,,Grapefruit Coconut – Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/grapefruit-coconut-luxury-soap-100g/
p159,Pink Lotus Almond – Luxury Soap 250g,12,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with Romantic Ylang Ylang & soothing Neroli Blossom, combined with exotic Royal Lotus to uplift & delight the senses.",,Pink Lotus Almond – Luxury Soap 250g_primary.jpg,Pink Lotus Almond – Luxury Soap 250g_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-almond-luxury-soap-250g/
p160,Pink Lotus Almond – Luxury Soap 100g,6,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with Romantic Ylang Ylang & soothing Neroli Blossom, combined with exotic Royal Lotus to uplift & delight the senses. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",,Pink Lotus Almond – Luxury Soap 100g_primary.jpg,Pink Lotus Almond – Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-almond-luxury-soap-100g/
p161,Virgin Coconut – Face & Body Refining Scrub 100g,30,mind & body,body scrubs & polishes,yes,A unique 100% natural complex of pure Virgin Coconut Oil & Virgin Coconut Crystals naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,,Virgin Coconut – Face & Body Refining Scrub 100g_primary.jpg,Virgin Coconut – Face & Body Refining Scrub 100g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-face-body-refining-scrub-100g/
p162,Frankincense Kay Lime Luxury Soap 100g,6,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin. Pure Mango Butter & Kokum Butter help hydrate, protect & preserve natural balance, while fresh Aloe Vera helps cool & comfort. Deeply calming Frankincense helps still the mind & ease stress.",,,Frankincense Kay Lime Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/frankincense-kay-lime-luxury-soap-100g/
p163,Neroli Jasmine Luxury Soap 250g,12,mind & body,bath & shower,no,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",,,,https://store.spaceylon.com/product/neroli-jasmine-luxury-soap-250g/
p164,Neroli Jasmine Luxury Soap 100g,6,mind & body,bath & shower,no,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",,,Neroli Jasmine Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-luxury-soap-100g/
p165,Lavender Neroli Ylang Luxury Soap 100g,6,mind & body,bath & shower,no,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",,,Lavender Neroli Ylang Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-luxury-soap-100g/
p166,Lemongrass Mandarin Luxury Soap 250g,12,mind & body,bath & shower,yes,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",,,,https://store.spaceylon.com/product/lemongrass-mandarin-luxury-soap-250g/
p167,Lavender Neroli Ylang – Aromaveda Sachet,10,mind & body,aroma sachets,yes,"Gently Pacifying, Soothing & Calming
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,,Lavender Neroli Ylang – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-aromaveda-sachet/
p168,Ceylon Tea & Ylang – Aromaveda Sachet,10,mind & body,aroma for bedroom,yes,"Soothing, Balancing & Sensual
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,,Ceylon Tea & Ylang – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-aromaveda-sachet/
p169,Pink Grapefruit – Aromaveda Sachet,10,mind & body,aroma sachets,yes,"Awakening, Uplifting & Refreshing
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,,Pink Grapefruit – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-aromaveda-sachet/
p170,Sleep Intense – Calming Body Massage Serum,26,mind & body,dosha types,no,An intense pacifying & soothing blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,,Sleep Intense – Calming Body Massage Serum_primary.jpg,Sleep Intense – Calming Body Massage Serum_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-calming-body-massage-serum/
p171,Sleep Intense – Dream Essence Mist,29,mind & body,bridal shower,no,An intense pacifying & cooling blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,,Sleep Intense – Dream Essence Mist_primary.jpg,Sleep Intense – Dream Essence Mist_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-dream-essence-mist/
p172,Sleep Intense – Soothing Body Elixir,30,mind & body,dosha types,no,An intense pacifying & hydrating blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,,Sleep Intense – Soothing Body Elixir_primary.jpg,Sleep Intense – Soothing Body Elixir_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-soothing-body-elixir/
p173,White Tuberose – Brightening Hand Cream 30g,13,mind & body,bridal shower,yes,"A natural illuminating treatment enriched with precious Tuberose oil to gently brighten. Arnica, Rice Bran & natural vitamins help improve skin tone, while Avocado, Wheatgerm & White Minerals help protect from the sun.",,White Tuberose – Brightening Hand Cream 30g_primary.jpg,White Tuberose – Brightening Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/white-tuberose-brightening-hand-cream-30g/
p174,Grapefruit Coconut – Intensive Hand Cream 30g,12,mind & body,bridal shower,no,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",,Grapefruit Coconut – Intensive Hand Cream 30g_primary.jpg,Grapefruit Coconut – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/grapefruit-coconut-intensive-hand-cream-30g/
p175,Pink Lotus Almond – Intensive Hand Cream 30g,12,mind & body,bridal shower,no,"A natural soothing treatment enriched Lotus Honey to help soothe, calm & care for skin after harsh skin exposure. Sweet Almond, Wheatgerm & Virgin Coconut moisturise, nourish & care for dry & rough hands.",,Pink Lotus Almond – Intensive Hand Cream 30g_primary.jpg,Pink Lotus Almond – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-almond-intensive-hand-cream-30g/
p176,Sandalwood Spice – Intensive Hand Cream 30g,12,mind & body,bridal shower,no,"A natural revitalising treatment enriched with precious Mysore Sandalwood, Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & care for dry & rough hands.",,Sandalwood Spice – Intensive Hand Cream 30g_primary.jpg,Sandalwood Spice – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-spice-intensive-hand-cream-30g/
p177,De-Stress – Harmonising Balm 25g,14,mind & body,balms & rubs,no,A calming & relaxing natural balm with powerful Ayurveda herbs & potent essential oils.,,De-Stress – Harmonising Balm 25g_primary.jpg,De-Stress – Harmonising Balm 25g_secondary.jpg,https://store.spaceylon.com/product/de-stress-harmonising-balm-25g/
p178,De-Stress – Dashamula Body Treatment Oil 100ml,26,mind & body,destress,no,A traditional scalp & body treatment oil made to a centuries-old classical Ayurveda formula.,,De-Stress – Dashamula Body Treatment Oil 100ml_primary.jpg,De-Stress – Dashamula Body Treatment Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/de-stress-dashamula-body-treatment-oil-100ml/
p179,De-Stress – Harmonising Essence Mist 100ml,26,mind & body,bridal shower,no,Description not available,,De-Stress – Harmonising Essence Mist 100ml_primary.jpg,De-Stress – Harmonising Essence Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/de-stress-harmonising-essence-mist-100ml/
p180,Cardamom Rose – Aromaveda Incense Sticks,11,mind & body,cardamom rose,no,"These traditional Ayurveda aroma incense sticks combining wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas reminiscent of old Ceylon. Our packaging is adorned with Royal insignia inspired by the Royal Kandyan courts of ancient Ceylon. The Cardamom Rose blend is a fusion of Ceylon Cardamom essential oil & Himalayan Rose essence with natural fragrance compounds. The blend gently infuses your living space with the power of Aroma Veda to fortify, uplift & delight your body, mind & soul.",,Cardamom Rose – Aromaveda Incense Sticks_primary.jpg,Cardamom Rose – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-aromaveda-incense-sticks/
